名稱,國家城市,服務性質,電話,負責人
基督復臨安息日會鳳山教會,台灣 - 高雄市,教會,07-231-4031,林馨怡
台北基督教福音發展協會,台灣 - 台北市,宣教福音,0921-905-105,羅春明 牧師
宣道會四湖堂,台灣 - 雲林縣,教會,05-787-4030,康達樂 牧師
宣道會奇恩堂,台灣 - 雲林縣,教會,05-788-9624,艾忠義 牧師
台南衛理堂附屬榮揚手語佈道所,台灣 - 台南市,教會,06-2144318,蘇崑寧
懷恩宣教中心,台灣 - 桃園市,教會,03-390-7532,潘國平 牧師
淡水靈糧福音中心,台灣 - 新北市,教會,02-2621-1953,呂榮生 牧師
金門靈糧福音中心,台灣 - 金門縣,教會,082-326-548,陸沛理 傳道
華人愛與冒險協會,台灣 - 台北市,社會關懷,02-2747-7555 分機 204,
台灣基督長老教會迦光教會,台灣 - 桃園市,教會,03-392-1700,蔡宇葳 牧師
台灣原住民教牧發展協會,台灣 - 桃園市,社會關懷,03-380-6644,張以諾 牧師
財團法人台北市基督教金燈台宣教基金會,台灣 - 台北市,宣教福音,02-27582335,吳蔡創楣
iM 行動教會,台灣 - 台北市,教會,02-2769-0177,松慕強 牧師
旌旗教會一中分點,台灣 - 台中市,教會,04-2225-2722,伍宥融 區牧
新竹香山傳福福音中心,台灣 - 新竹市,教會,03-537-2667,駱月媚 傳道
台北市會幕藝術音響協會,台灣 - 台北市,文化藝術,0932-231083,謝祥永
U-Life 台灣優質生命協會,台灣 - 台北市,社會關懷,02-2541-8098,巴戈
方舟之愛兒童快樂教會,台灣 - 新北市,社會關懷,02-8292-3031,龍大智 先生
三一豐收教會,台灣 - 高雄市,教會,07-223-5917,卓明耀
台灣基督徒信仰研究學會,台灣 - 台北市,其他,02-2757-5794,歐陽家立
社團法人中華火把全人發展協會,台灣 - 台北市,社會關懷,02-2312-1210,楊永民
台灣基督教會音樂事奉協會,台灣 - 台北市,文化藝術,0920-967-937,陳琇玟 老師
財團法人基督教雅歌基金會,台灣 - 台北市,其他,02-2778-8132,鄭道恩
磐石製作有限公司,台灣 - 台北市,傳播媒體,02-2541-2323,
中華基督教羅騰樹關懷協會,台灣 - 屏東縣,社會關懷,08-751-9697,崔光洙 牧師
加倍愛復生教會,台灣 - 台北市,教會,02-2653-8820,張其東 牧師
傳揚台福基督教會,台灣 - 台中市,教會,"04-2233-0939, 0932-627-288",林淑真 傳道
安得烈小棧,台灣 - 新北市,其他,02-8788-1930,
沙崙信心聖經教會,台灣 - 新北市,教會,02-2805-9545,許中良 牧師
浸信會暖暖聖光堂,台灣 - 基隆市,教會,02-2457-3539,林高玄 牧師
中國佈道會天母福音堂,台灣 - 台北市,教會,02-2874-6222,曾鼎發 牧師
國度先鋒基督教會,台灣 - 高雄市,教會,07-341-1080,
社團法人中華華美媒體傳播協會,台灣 - 台北市,傳播媒體,02-2841-1965,林中書
台北市召會三十八會所,台灣 - 台北市,教會,02-2321-4151,
台北基督徒教會,台灣 - 台北市,教會,02-2321-5402,孔建民、徐忠偉、翟家麟、蕭漢彬、梁鎧麟
社團法人中華基督環球福音網(CGNTV中文台),台灣 - 新北市,傳播媒體,"02-2249-5122, 02-2249-5123",洪性民 弟兄
主耶穌基督佳美教會,台灣 - 基隆市,教會,,
台北展翔教會,台灣 - 台北市,教會,02-2367-7576,劉光政 牧師
台灣教會公報社高雄書房,台灣 - 高雄市,書房出版,07-322-0380,
中壢新希望懷恩教會,台灣 - 桃園市,教會,03-425-4226,游芳 牧師
高雄城市之光教會,台灣 - 高雄市,教會,0981-667-258,殷維祥 傳道
社團法人臺南市以琳之家關懷協會東區,台灣 - 台南市,教會,06-238-1010,李秀蘭 傳道
中華基督徒傳道協進會千禧教會,台灣 - 花蓮縣,教會,03-898-0147,胡金寶牧師
世界台灣人基督教會協會,台灣 - 台北市,其他,02-2362-5282,
台北市召會四十七會所,台灣 - 台北市,教會,02-2397-9031,
浸信會聖光堂安樂分堂,台灣 - 基隆市,教會,02-2430-1854,黃德城 牧師
社團法人中華福音橋傳道會,台灣 - 台北市,書房出版,02-2931-8033,陳源雄
中華浸信宣道會武昌恩福教會,台灣 - 高雄市,教會,07-341-7123,蘇俊宗 牧師
台中市召會逢甲會所,台灣 - 台中市,教會,04-2451-6081,
中華基督教文字協會,台灣 - 台北市,文化藝術,02-2364-4001#18,吳有成 弟兄
愛鄰社區服務協會文山辦事處,台灣 - 台北市,社會關懷,02-6630-3022 # 8891,
台中東區太平靈糧堂,台灣 - 台中市,教會,04-2211-5012,司明如 牧師
芥菜種會習藝所,台灣 - 花蓮縣,其他,03-826-2021,
高雄信心純福音教會,台灣 - 高雄市,教會,07-236-2773,李彰恩 牧師
豐原恩友中心,台灣 - 台中市,教會,04-2925-1733,陳志宏 傳道
南港恩友中心,台灣 - 台北市,教會,02-2782-4078,張永富
淡水恩友中心,台灣 - 新北市,教會,02-2626-0611,吳承恩
恩友中心三重教會,台灣 - 新北市,教會,02-2987-3478,朱鴻濱 傳道
基隆恩友中心,台灣 - 基隆市,教會,02-2426-6330,林榮貴
中華聖潔會豐原愛恩教會,台灣 - 台中市,教會,04-2528-9224,潘雪香 教師
愛鄰社區服務協會士林辦事處,台灣 - 台北市,社會關懷,02-2880-3408,
愛鄰社區服務協會木柵辦事處,台灣 - 台北市,社會關懷,02-2936-9996,
中壢讚美基督教會,台灣 - 桃園市,教會,03-465-1291,陳昭財
社團法人台灣八福無障礙生活發展協會,台灣 - 台北市,社會關懷,02-2239-2685,尤亞文 先生
台北市基督教極光教會,台灣 - 台北市,教會,0960-600-642,吳啟德 牧師
豐原旌旗教會,台灣 - 台中市,教會,04-2515-9518,葉文超 牧師
潭子行道會伊甸心田花園,台灣 - 台中市,教會,04-2535-4168,陳詩景 牧師
恩友中心新莊教會,台灣 - 新北市,教會,02-2901-2771,林基美 傳道
中和恩友中心,台灣 - 新北市,教會,02-2542-8394,林基美
中壢恩友中心,台灣 - 桃園市,教會,03-402-3855,吳麗貞 傳道
台福學生事工與短宣服務中心,台灣 - 嘉義縣,宣教福音,05-3712-113,吳智惠 牧師
頭份恩友中心,台灣 - 苗栗縣,教會,037-592-361,鞏幹事
嘉義恩友中心,台灣 - 嘉義市,教會,05-223-9394,何文欽 幹事
中華恩友中心,台灣 - 台南市,教會,06-261-7206,劉奇峯 傳道
三民恩友中心,台灣 - 高雄市,教會,07-323-0380,汪柏坤
永康恩友中心,台灣 - 台南市,教會,06-201-3530、0985-119428,劉奇峯
基督教台灣貴格會新營合一堂,台灣 - 台南市,教會,06-632-4551,楊邦耀 牧師
基督教台灣貴格會台中合一堂,台灣 - 台中市,教會,04-2483-7136,邱暐智 傳道
鶯歌迦南教會,台灣 - 新北市,教會,02-8677-5003,
大肚豐盛教會,台灣 - 台中市,教會,04-2691-2113、0971025746,余明今 牧師
烈火城市豐收教會,台灣 - 台中市,教會,04-2525-3929,林博雄 傳道
新竹恩友中心,台灣 - 新竹市,教會,03-525-8487,林燭昇 傳道
彰化恩友中心,台灣 - 彰化縣,教會,04-723-5037,周北忠、林明星
台南恩友中心,台灣 - 台南市,教會,06-275-7783,劉奇峯 傳道
前鎮恩友中心,台灣 - 高雄市,教會,07-726-1460,譚術高
台北市召會四十六會所,台灣 - 台北市,教會,02-2515-8889,
財團法人以琳基督徒中心石牌教會,台灣 - 台北市,教會,02-2820-1048,錢玉舜 牧師
基督教台灣貴格會中壢合一堂,台灣 - 桃園市,教會,03-436-0920,莊志傑 牧師
台灣信義會恩道堂,台灣 - 台南市,教會,06-200-6129,蔡建民 牧師
台北市召會四十一會所,台灣 - 台北市,教會,02-2762-4141,
台中市召會清泉崗會所,台灣 - 台中市,教會,04-2566-1195,
社團法人中華21世紀智庫協會,台灣 - 台北市,社會關懷,02-2706-9137,蕭祥修 牧師
以琳神恩教會,台灣 - 台中市,教會,,
CAN基督國度事奉教會,台灣 - 新竹縣,教會,03-558-7775,郭華冠 牧師
詠愛堂,台灣 - 新北市,教會,02-2492-8080,章啟明
台灣信義會愛之旋教會,台灣 - 高雄市,教會,07-722-4729,涂淑蓉
台中原住民大專中心,台灣 - 台中市,教會,0935-787-283,卡照‧撒都牧師
高雄原住民大專中心,台灣 - 高雄市,教會,07-3855160或0932771781,里安‧達那比瑪牧師
台中市召會長安會所,台灣 - 台中市,教會,04-2293-0443,
花蓮縣私立飛揚少年成長中心,台灣 - 花蓮縣,社會關懷,03-822-2075,
喜樂福基督教會,台灣 - 台中市,教會,04-2262-1240,解其橋 牧師
財團法人惠明盲人福利會附設台中市私立惠明視障者教養院,台灣 - 台中市,社會關懷,04-2567-7480,
榮祈基督教會,台灣 - 台南市,教會,06-594-1846,陳銘宗 牧師
台灣信義會溪口榮光堂,台灣 - 嘉義縣,教會,05-269-4106,魯愛蓮 傳道
中華基督教慕真在家教育協會,台灣 - 新北市,教育訓練,02-2232-7071,黃建松
台灣教會公報社台北書房,台灣 - 台北市,書房出版,02-2362-2747,周中惠
原住民宣教委員會,台灣 - 台北市,其他,02-2362-5282　,歐蜜‧偉浪 牧師
台北原住民大專中心,台灣 - 台北市,教會,02-23698882(辦公室),方金忠(alang)
花蓮原住民大專學生中心,台灣 - 花蓮縣,教會,03-835-2953,拉爸斯‧伊木伊傳道
中華基督教衛理公會三重衛理堂,台灣 - 新北市,教會,02-8973-2025,高思凱
社團法人新北市喜樂關懷協會,台灣 - 新北市,社會關懷,02-8662-6063,
勵馨社會福利事業基金會,台灣 - 新北市,社會關懷,02-8911-8595,
台灣基督長老教會大埔美教會,台灣 - 嘉義縣,教會,05-295-0980,毛郅尚 牧師
台灣心靈家園關懷協會高雄辦公室,台灣 - 高雄市,社會關懷,07-347-1007,張瑞欽 先生
國際主僕差會,台灣 - 台北市,教會,02-2367-3390,韓偉炫 牧師
歌斐木教會,台灣 - 桃園市,教會,03-334-1026,李彥勳
真耶穌教會永福教會,台灣 - 台中市,教會,04-2465-2232,
勵馨基金會-愛馨物資分享中心-台中,台灣 - 台中市,社會關懷,04-2220-8591,
中華萌愛關懷協會,台灣 - 台北市,社會關懷,02-2578-8009,
駁二基督教會,台灣 - 高雄市,教會,07-521-4550,
中華基督教信義會竹北勝利堂,台灣 - 新竹縣,教會,03-658-5220,李四海 長老
新竹真道教會,台灣 - 新竹市,教會,03-528-4012,黃振昌 牧師
勵馨社會福利事業基金會-台中市服務中心,台灣 - 台中市,社會關懷,04-2223-9595,
台灣心靈家園關懷協會,台灣 - 台北市,社會關懷,02-8661-6002,張瑞欽 先生
台中市召會興進會所,台灣 - 台中市,教會,,
真耶穌教會馬公教會,台灣 - 澎湖縣,教會,06-927-8151,
高雄創啟基督教會,台灣 - 高雄市,教會,07-566-6655,張吉輝
中華基督教亞太兒童兒少領袖培訓發展協會,台灣 - 台北市,教育訓練,"02-2362-3022轉8263,8264",朱施美妃
勵馨基金會-愛馨物資分享中心-高雄,台灣 - 高雄市,社會關懷,07-225-6107,
高雄市召會四維路會所,台灣 - 高雄市,教會,07-211-5115,
高雄南區工福中心,台灣 - 高雄市,教會,07-721-9638,
台灣基督長老教會台南大專學生中心,台灣 - 台南市,宣教福音,06-237-1793，06-274-4954,陳振商 牧師
台中神住611靈糧堂,台灣 - 台中市,教會,04-2472-5561,顏慶水 牧師
獎卿護理展望基金會護理之家,台灣 - 高雄市,社會關懷,07-261-8147,
台中百合天地門徒教會網路中心,台灣 - 台中市,教會,04-2201-5518,陳逸豪 牧師
衛理學生中心,台灣 - 高雄市,其他,,
中山團契,台灣 - 高雄市,教會,07-561-4611,陳瑄
基督國度西子灣教會,台灣 - 高雄市,教會,0919131766,周以西結
高雄市召會大公路會所,台灣 - 高雄市,教會,07-531-5253,
高雄市召會富國路會所,台灣 - 高雄市,教會,07-211-5115,吳俊恩
TKC新佳陽教會門徒培育中心,台灣 - 台中市,教會,,
基督教聖來教會,台灣 - 高雄市,教會,07-338-6603,
保羅差傳使命團,台灣 - 桃園市,教會,0977-273-712,溫敏珍 牧師
私立鹽光幼稚園,台灣 - 高雄市,教育訓練,07-551-3438,陳梅吟
高雄市私立聖保羅幼兒園,台灣 - 高雄市,教育訓練,07-221-7627,
高雄市召會復興路會所,台灣 - 高雄市,教會,07-331-0399,
高雄學生福音中心,台灣 - 高雄市,其他,,
高雄喜樂復興天泉教會,台灣 - 高雄市,教會,07-531-8046,劉水源
前鎮心心幼兒園,台灣 - 高雄市,教育訓練,07-335-6500,
高雄市基督博愛教會,台灣 - 高雄市,教會,07-311-5407,侯若真
社團法人中華全球華人漢字福音協會,台灣 - 桃園市,教育訓練,03-411-7172,徐俊誠
基督教小港以馬內利教會,台灣 - 高雄市,教會,,
高雄市私立左營幼兒園,台灣 - 高雄市,教育訓練,07-583-7970/07-583-7910,盧明源 先生
台灣世界三一聯合宣教會,台灣 - 台中市,教會,04-2207-0078,崔赫 牧師
大福靈糧堂,台灣 - 桃園市,教會,03-363-1282,李雅玲 傳道
中華浸信宣道會武昌八福教會,台灣 - 高雄市,教會,07-374-9922,王朝安 傳道
台北基督教會,台灣 - 台北市,教會,0960-603-588,金顯澈
國際聖經學院,台灣 - 新北市,教育訓練,02-8218-9606,曹秉堯
財團法人高雄市基督教私立希恩之家,台灣 - 高雄市,社會關懷,07-356-0463,鄧馨庭
三一全人發展協會,台灣 - 台北市,社會關懷,02-2502-8790,沈美珍 女士
宣道會愛越堂,台灣 - 桃園市,教會,0921-745-094,阮中秋
高雄市召會飛機路會所,台灣 - 高雄市,教會,07-806-8500,
台灣宣教中心,台灣 - 屏東縣,教會,08-723-6352,陳元章/陳元造
基督教改革宗長老會恩約教會,台灣 - 台中市,教會,0982-171-168,李裔軍 傳道
中華民國職場大衛會幕禱告協會,台灣 - 台北市,其他,02-5559-0788,林香君
台灣華人基督徒查經團契協會,台灣 - 台北市,教育訓練,02-2947-2939,姜雅馨 傳道
台南新生命小組教會,台灣 - 台南市,教會,,
台南手語甘為霖紀念長老教會壽山中會,台灣 - 台南市,教會,06-208-9948,陳佳佳 傳道
高雄基督全備福音教會,台灣 - 高雄市,教會,0936-22-4436,蕭煌德 牧師
三一全人教會,台灣 - 台北市,教會,02-2658-3600,張泰然 牧師
基督教中華聖潔會大園航空城教會,台灣 - 桃園市,教會,03-383-8275,林慶宜 牧師
愛家家教會,台灣 - 台北市,社會關懷,02-8626-1590,
高雄市召會文化路會所,台灣 - 高雄市,教會,261-4860,
社團法人台灣基督教好牧人全人關顧協會,台灣 - 台中市,社會關懷,04-2485-0890,王世欽
財團法人台北市福音山基督教會,台灣 - 台北市,教會,02-2503-220,
安坑活水泉靈糧堂,台灣 - 新北市,教會,02-2211-1701,游秋萍 傳道
台灣基督長老教會新北教會,台灣 - 新北市,教會,02-2286-8220,黃志良 牧師
頌揚基督宣道會竹北教會,台灣 - 新竹縣,教會,03-550-8754,
基督教中壢豐收神召會,台灣 - 桃園市,教會,03-437-8017,
奇妙教會,台灣 - 台南市,教會,06-312-7883,郭智信
台北新榮耀堂,台灣 - 台北市,教會,02-2727-6003,朱台深 牧師
台灣基督教婦女會,台灣 - 台北市,社會關懷,02-2729-7761,
台北市天行者全人關懷協會,台灣 - 台北市,社會關懷,02-2708-6005,宋紘
台灣基督長老教會清豐教會,台灣 - 高雄市,教會,07-353-1021,
愛家城市教會,台灣 - 台南市,教會,0961-272-088,黃以約
中華基督教尊主為大宣教會,台灣 - 新北市,教會,02-2917-7704,
中和基督徒聚會處,台灣 - 新北市,教會,,劉昶
新竹以弗所網路教會,台灣 - 新竹市,教會,,王春生 傳道
基層福音寶山福音中心,台灣 - 新竹縣,教會,,
耶穌愛您之家,台灣 - 台中市,教會,,
基督教拿撒勒人會高雄新城教會,台灣 - 高雄市,教會,07-629-6738,朱善珊 牧師
基督教西塔浸信會,台灣 - 台北市,教會,0979-555-864,陳美萃
光之城行道會,台灣 - 新北市,教會,02-2263-6711,高得積 牧師
五股貿商基督教會,台灣 - 新北市,教會,02-2291-3584,初大慶 牧師
Grace Church 中和教會,台灣 - 新北市,教會,02-2940-2874,戴正天 牧師 Justin Delay
南崁希望教會,台灣 - 桃園市,教會,03-212-8428,顏清輝 傳道
嘉義長庚紀念醫院基督教禮拜堂,台灣 - 嘉義縣,教會,,
門諾會北屯教會,台灣 - 台中市,教會,04-2247-1141,
屏東興起教會,台灣 - 屏東縣,教會,,
旗津中洲聖經聖潔教會,台灣 - 高雄市,教會,0972-608-907,洪守志 牧師
生命樹基督教會,台灣 - 高雄市,教會,0912013821,莊順福 牧師
高雄縣兒童及少年中途之家-榮耀之家,台灣 - 高雄市,社會關懷,07-661-8106,
愛與真實基督教會,台灣 - 台北市,教會,0939-430-106,林序斌
淡海基督教會,台灣 - 新北市,教會,02-2805-5345,蔡作傳 牧師
中宣國度工作室,台灣 - 新北市,其他,02-2808-4734,呂永潔 同工
龜山城市福音中心,台灣 - 桃園市,教會,03-350-2665,蘇慧賢
生命奇蹟台福基督教會,台灣 - 台中市,教會,04-2436-8028,
台灣愛家基督教會,台灣 - 雲林縣,教會,05-537-7875,洪正芳
平安禮拜堂,台灣 - 新北市,教會,,
基督教屏東房角石教會,台灣 - 屏東縣,教會,08-779-5155,高淑珠
台北市基督教房角石浸信會,台灣 - 台北市,教會,"02-2577-7773, 0982-145-307",
衛理公會松德佈道所,台灣 - 台北市,教會,02-8789-0773,侯協明 牧師
高雄慕恩教會,台灣 - 高雄市,教會,07-586-6370,李鴻忠 牧師
台中宣道堂,台灣 - 台中市,教會,04-2299-2128,羅崇威
