醫療機構名稱,地址,電話,垂直整合策略聯盟/主責醫事機構,終止合約或歇業日期
錦星中醫診所,新北市中和區景平路596號1樓,02-22421810,,
真品堂中醫診所,新北市中和區景平路61─8號1樓,02-86681690,,
允安牙醫診所,新北市中和區景平路683號,02-22452844,,
喬登藥局,新北市中和區景平路697號1樓,02-22470273,,
臻佳居家護理所,新北市中和區景平路71－7號5樓之2,02-29439679,,
潔生牙醫診所,新北市中和區景平路740號,02-82423318,,
寶島中醫診所,新北市中和區景平路742號1樓,02-22427093,,
健星藥局,新北市中和區景平路754號,02-22403437,,
明煜牙醫診所,新北市中和區景安路138號1樓、2樓、3樓,02-22499006,,
景心牙醫診所,新北市中和區景安路138號1樓、2樓、3樓,02-22499006,,
億華藥局,新北市中和區景安路157號,02-89421993,,
美佳大藥局,新北市中和區景安路185號,02-29496560,,
建琳藥局,新北市中和區景安路202－1號,02-22427887,,
博雅牙醫診所,新北市中和區景安路206號,02-22451639,,
彭再成診所,新北市中和區景安路221號,02-29423100,,
劉永安藥局,新北市中和區景安路227號,02-29458377,,
耕德中醫診所,新北市中和區景安路239號1樓,02-29443398,,
承光中醫診所,新北市中和區景安路29號1樓及夾層,02-29491753,,
晶璽牙醫診所,新北市中和區景安路69號1樓2樓,02-89419777,,
玖德中醫診所,新北市中和區景安路78－1號80號,02-22401898,,
柯牙醫診所,新北市中和區景安路78號1樓,02-22448800,,
光點眼科診所,新北市中和區景安路88號1樓及88之1號（2樓）,02-22422543,,
永緒醫事檢驗所,新北市中和區景新街160巷5弄7號1樓,02-22471218,,
英生耳鼻喉科診所,新北市中和區景新街272號1樓,02-29471565,,
中和健宏中醫聯合診所,新北市中和區景新街293號及295巷1號,02-29441995,,
林志和牙醫診所,新北市中和區景新街308號,02-29427665,,
威安藥局,新北市中和區景新街328號1樓,02-29485117,,
健新診所,新北市中和區景新街338號5樓,02-29416178,,
關心牙醫診所,新北市中和區景新街345-6號1、2樓,02-29498006,,
朝春中醫診所,新北市中和區景新街385－2號2Ｆ,02-29424474,,
三民牙醫診所,新北市中和區景新街399巷4號、6號1樓,02-29431056,,
合吉婦產科診所,新北市中和區景新街403號1、2樓,02-86685000,,
十全外科婦產科診所,新北市中和區景新街413號,02-29434687,,
順心藥局,新北市中和區景新街439號1樓,02-29429680,,
景安眼科診所,新北市中和區景新街447號1樓,02-29466226,,
景新中醫診所,新北市中和區景新街448號,02-86687686,,
景新牙醫診所,新北市中和區景新街451號,02-29447628,,
賴俊元皮膚科診所,新北市中和區景新街453號,02-89410532,,
煥強牙醫診所,新北市中和區景新街467巷13號1樓,02-29463126,,
好意藥局,新北市中和區景新街467巷3號1樓,02-89416598,,
瑞祥牙醫診所,新北市中和區景新街508號1樓,02-31518101,,
健康力藥局,新北市中和區景德街11號1樓,02-29498699,,
景安藥局,新北市中和區景德街141號1樓及景平路111巷60弄56號,02-86688215,,
雋恩中醫診所,新北市中和區景德街30號,02-29462789,,
健康力診所,新北市中和區景德街5號1樓,02-29498688,,
捷勝藥師藥局,新北市中和區華順街122號〈1樓〉,02-29646225,,
嘉仁診所,新北市中和區華順街132號1樓,02-29521878,,
新源林藥局,新北市中和區華新街24號,02-29421953,,
華新牙醫診所,新北市中和區華新街25號,02-29459151,,
張維發診所,新北市中和區華新街26號,02-29481089,,
華新藥局,新北市中和區華新街73號,02-29448345,,
慶華藥師藥局,新北市中和區華新街90號1樓,02-29420666,,
顧藥局,新北市中和區圓通路140號,02-22470133,,
悅聖藥局,新北市中和區圓通路149號1樓,02-22429779,,
俞牙醫診所,新北市中和區圓通路16號,02-22406470,,
揚銘中醫診所,新北市中和區圓通路234號1樓,02-22461918,,
祥田藥局,新北市中和區圓通路236號,02-22452293,,
錦和牙醫診所,新北市中和區圓通路240－1號,02-22474320,,
施慈慧診所,新北市中和區圓通路240號,02-22457542,,
維康藥局雙和店,新北市中和區圓通路252號1樓,02-22431962,,
梓芳大藥局,新北市中和區圓通路278號,02-22405025,,
中信復健診所,新北市中和區圓通路293之1號1，2樓,02-22436185,,
安華藥局,新北市中和區圓通路293之2號2樓,02-22489079,,
安康藥局,新北市中和區圓通路309號,02-22450837,,
新生堂中醫診所,新北市中和區新生街142號1樓,02-32348277,,
宏瑞牙醫診所,新北市中和區新生街205號1樓,02-22237387,,
裕壬藥局,新北市中和區新生街206、208號1樓,02-32349358,,
培真中醫診所,新北市中和區新生街220巷5號,02-22256618,,
元宇中醫診所,新北市中和區新生街241號1樓,02-82267606,,
康博中醫診所,新北市中和區新生街283號1樓,02-22225453,,
康泉中醫診所,新北市中和區新興街6巷7號1樓,02-29278333,,
橋和光晶妍眼科診所,新北市中和區漢民路411號1樓,02-22231919,,
仙正藥局,新北市中和區福美路309號,02-22494081,,
壹品藥局,新北市中和區福祥路55號1樓,02-22481818,,
康荃優生保健藥局,新北市中和區福祥路66號1樓,02-22486532,,
藥安藥局,新北市中和區廣福路16號1樓,02-22447066,,
永欣中醫診所,新北市中和區廣福路69號1樓,02-82422858,,
弘安藥局,新北市中和區德光路121之1號1樓,02-29646489,,
宥元藥局,新北市中和區德光路62號1樓,02-89535473,,
泰泰健保藥局,新北市中和區德光路97號,02-89642049,,
立安中醫診所,新北市中和區興南路1段119號1樓,02-29430999,,
華星中醫診所,新北市中和區興南路1段151號,02-29432288,,
美安牙醫診所,新北市中和區興南路1段158號,02-29435027,,
沐心中醫診所,新北市中和區興南路1段159號1樓,02-29418520,,
南星美學牙醫診所,新北市中和區興南路1段58號1樓至3樓,02-29401234,,
南星牙醫診所,新北市中和區興南路1段58號1樓至3樓,02-29435522,,
興南牙醫聯合診所,新北市中和區興南路1段65號,02-89416261,,
開發大藥局,新北市中和區興南路1段6號,02-29412279,,
中和林牙醫診所,新北市中和區興南路1段74－1號,02-29414743,,
愛華牙醫診所,新北市中和區興南路2段159巷12號1樓,02-29464191,,
廣元藥局,新北市中和區興南路2段27號1樓,02-86681906,,
佑康牙醫診所,新北市中和區興南路2段2號1樓,02-29410608,,
林眼科診所,新北市中和區興南路2段31巷6號,02-29412639,,
福雅牙醫診所,新北市中和區興南路2段44號,02-29447767,,
日發藥局,新北市中和區興南路2段52－4號,02-29424926,,
錦和藥局,新北市中和區錦和路164號1樓,02-82282296,,
修德牙醫診所,新北市中和區錦和路168號,02-22218393,,
立安牙醫診所,新北市中和區錦和路178號,02-22237966,,
進賢牙醫診所,新北市中和區錦和路193號1樓,02-22455563,,
安和藥師藥局,新北市中和區錦和路410號1樓,02-22433708,,
立豪藥師藥局,新北市五股區工商路189號1樓,02-22952479,,
唯一牙醫診所,新北市五股區工商路26號1樓,02-22911908,,
常安藥局,新北市五股區工商路71號,02-22917912,,
英安診所,新北市五股區工商路79號,02-22915695,,
明月藥局,新北市五股區工商路89號,02-82956028,,
信恆診所,新北市五股區中興路1段74號,02-89882077,,
信恆藥局,新北市五股區中興路1段74號1樓,02-89882077,,
三合藥局,新北市五股區中興路一段75號1樓,02-29846055,,
源昇藥局,新北市五股區五股里成泰路2段61號2樓,02-82952027,,
百成中西藥師藥局,新北市五股區五福里五福路20號1樓,02-22915531,,
祐康藥師藥局,新北市五股區五福路36號1樓,02-82921335,,
五福診所,新北市五股區五福路39號1樓,02-22921615,,
恩新牙醫診所,新北市五股區五福路43號,02-22920616,,
陽光健保藥局,新北市五股區五福路54號1樓,02-22922400,,
新北市立五股康復之家（委託培靈醫療社團法人經營）,新北市五股區五權路7巷8號之1，1、2樓,02-22981126,,
永任診所,新北市五股區水碓路7號1樓,02-82950578,,
永任藥局,新北市五股區水碓路9號1樓,02-22911093,,
成泰藥局,新北市五股區成泰路1段143號,02-22924305,,
德音牙醫診所,新北市五股區成泰路1段149號,02-22911284,,
晴美牙醫診所,新北市五股區成泰路1段237－15號1樓,02-22936889,,
德泰藥局,新北市五股區成泰路1段9號,02-29095927,,
陽光樂活藥局,新北市五股區成泰路2段101－2號1樓,02-22928799,,
皇尚牙醫診所,新北市五股區成泰路2段107號1、2樓,02-22920170,,
健泰診所,新北市五股區成泰路2段116號,02-22942768,,
五股聯成藥局,新北市五股區成泰路2段118號,02-22942767,,
宏安藥局,新北市五股區成泰路2段136號,02-22915932,,
銀杏牙醫診所,新北市五股區成泰路2段180號1樓,02-22951489,,
周中醫診所,新北市五股區成泰路2段182號,02-22935062,,
義美牙醫診所,新北市五股區成泰路2段194號,02-22939198,,
大順中醫診所,新北市五股區成泰路2段196號,02-22916650,,
冠美牙醫診所,新北市五股區成泰路2段208號1樓,02-22932537,,
?橋牙醫診所,新北市五股區成泰路2段59號,02-22951569,,
東興藥局,新北市五股區成泰路2段69號2樓,02-82922718,,
瑞林牙醫診所,新北市五股區成泰路3段286號1樓,02-22953616,,
上禾牙醫診所,新北市五股區成泰路3段533號1樓2樓,02-22951415,,
闔安藥局,新北市五股區成德里成泰路3段579號1樓,02-22921143,,
德音診所,新北市五股區自強路146號,02-22931155,,
五股水碓診所,新北市五股區自強路36號1樓,02-22921516,,
虹元藥局,新北市五股區自強路56號,02-22925067,,
鄭牙醫診所,新北市五股區西雲路237號,02-22917180,,
三好連鎖藥師藥局,新北市五股區西雲路86號1樓,02-22952357,,
明志牙醫診所,新北市五股區凌雲路1段57號,02-22923337,,
凌雲藥局,新北市五股區凌雲路1段73號2樓,02-82953138,,
成泰中醫診所,新北市五股區凌雲路1段79號1樓,02-22924990,,
杏軒藥局,新北市五股區貿商里自強路152號1F,02-22921193,,
幸福家醫科診所,新北市平溪區十分街227號1樓,02-24958263,,
新北市平溪區衛生所,新北市平溪區公園街17號1樓,02-24951015,,
新北市平溪區衛生所附設居家護理所,新北市平溪區公園街17號1樓,02-24951015,,
瑞安診所,新北市平溪區平溪街9號1樓,02-24951776,,
安潔牙醫診所,新北市永和區大新街12號1樓,02-22318855,,
永達大藥局,新北市永和區大新街2號,02-29213326,,
崇愛中醫聯合診所,新北市永和區中山路1段101號1樓,02-29296777,,
亞佐藥局,新北市永和區中山路1段128巷17號1樓,02-89219038,,
仁美牙醫診所,新北市永和區中山路1段162號1樓,02-22325500,,
聖元中醫診所,新北市永和區中山路1段168號1樓,02-29263939,,
椰林牙醫診所,新北市永和區中山路1段170號1樓,02-29239151,,
欣奕醫事檢驗所,新北市永和區中山路1段172號8樓,02-86603316,,
詠悅藥局,新北市永和區中山路1段174號1樓,02-29205760,,
從容中醫診所,新北市永和區中山路1段202號1樓,02-86600667,,
宏安藥局,新北市永和區中山路1段204號,02-29281261,,
豐富牙醫診所,新北市永和區中山路1段261號1樓,02-89235151,,
御生藥局,新北市永和區中山路1段279號1樓,02-29235658,,
康來醫事檢驗所,新北市永和區中山路1段311號3樓Ｂ室,02-86608048,,
永樂中醫診所,新北市永和區中山路一段14號,02-22311022,,
辰翰牙醫診所,新北市永和區中山路一段211之1號1、2樓,02-29291316,,
上立皮膚科診所,新北市永和區中山路一段75號1．2樓,02-89215010,,
德上藥局,新北市永和區中正路106號,02-89411077,,
聖昇中醫診所,新北市永和區中正路109號1樓2樓,02-89411570,,
杏日診所,新北市永和區中正路111號1、2樓,02-29425936,,
宜田藥局,新北市永和區中正路111號2樓,02-29425935,,
世芳復健科診所,新北市永和區中正路117號,02-29404635,,
惠忠牙醫診所,新北市永和區中正路121號,02-29416389,,
威康藥局,新北市永和區中正路153號,02-29461128,,
釋善堂中醫診所,新北市永和區中正路155號1、2樓,02-29421189,,
康馨牙醫診所,新北市永和區中正路171號1樓、2樓,02-86689818,,
維康牙醫診所,新北市永和區中正路174號1-3樓,02-29498882,,
雙和黃小兒科內科診所,新北市永和區中正路17號,02-29416879,,
永正健康人生藥局,新北市永和區中正路191、193號1樓、197號2樓,02-29467351,,
逸全診所,新北市永和區中正路253號6樓、6樓之1、6樓之2,02-29295111,,
至善牙醫診所,新北市永和區中正路256號,02-29430388,,
國良牙醫診所,新北市永和區中正路277號,02-29289193,,
誼安牙醫診所,新北市永和區中正路28號1、2樓,02-29480567,,
泰安牙醫診所,新北市永和區中正路316號,02-29412275,,
歐首牙醫診所,新北市永和區中正路334號1樓2樓,02-86681959,,
家康中醫診所,新北市永和區中正路358號1樓,02-29252200,,
瑞樺牙醫診所,新北市永和區中正路35號1樓2樓,02-29486022,,
博新牙醫診所,新北市永和區中正路360號,02-22325933,,
友辰藥局,新北市永和區中正路380號1樓,02-29267131,,
博誠牙醫診所,新北市永和區中正路417號1、2樓,02-86608555,,
中正藥局,新北市永和區中正路439號,02-29219213,,
德美藥局,新北市永和區中正路455號1樓,02-29274951,,
康福中醫診所,新北市永和區中正路478號1樓2樓,02-29232696,,
昱雅牙醫診所,新北市永和區中正路487號1樓2樓,02-29293908,,
喜田牙醫診所,新北市永和區中正路491號1樓,02-29299168,,
博宏眼科診所,新北市永和區中正路514號1樓、2樓,02-29266599,,
志開牙醫診所,新北市永和區中正路542號2樓,02-29270673,,
漢聲牙醫診所,新北市永和區中正路545號1樓547號1、2樓,02-29258394,,
光泰牙醫診所,新北市永和區中正路54號,02-29417903,,
永信皮膚科診所,新北市永和區中正路552號,02-29257788,,
